Date,Meal,Time,Kilojoules,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
2021-08-24,Snacks,8:50 AM,36.4,0.1,0.0,0.0,0.0,0.0,0.0,4.2,34.5,2.1,0.0,2.1,0.0,0.0,0.1,0.1,0.2,
2021-08-24,Snacks,1:50 PM,581.6,7.7,2.1,0.0,0.0,0.0,0.0,57.0,0.0,7.7,3.9,3.6,7.8,0.0,0.0,0.0,0.0,
2021-08-25,Breakfast,8:45 AM,1315.0,4.9,2.6,0.0,0.0,0.0,0.0,246.0,149.0,40.3,4.2,15.6,24.4,167.0,275.0,58.8,42.0,
2021-08-25,Lunch,12:05 PM,1343.4,14.8,8.5,0.0,0.0,0.1,0.0,583.7,80.6,21.7,1.8,1.4,24.1,14.3,4.7,3.4,0.1,
2021-08-25,Dinner,5:55 PM,3227.1,11.2,9.5,0.0,0.0,0.0,0.0,104.0,755.5,95.0,10.4,7.3,68.4,195.3,37.3,7.0,5.0,
2021-08-25,Snacks,12:20 PM,581.6,7.7,2.1,0.0,0.0,0.0,0.0,57.0,0.0,7.7,3.9,3.6,7.8,0.0,0.0,0.0,0.0,
2021-08-26,Breakfast,7:40 AM,1315.0,4.9,2.6,0.0,0.0,0.0,0.0,246.0,149.0,40.3,4.2,15.6,24.4,167.0,275.0,58.8,42.0,
2021-08-26,Lunch,1:10 PM,1387.5,19.6,4.1,3.0,1.5,0.0,0.0,472.8,59.0,8.9,0.3,2.8,27.7,3.3,8.5,27.3,0.8,
2021-08-26,Dinner,5:10 PM,1740.5,7.7,1.9,0.0,0.0,0.0,0.0,216.0,0.0,43.1,0.0,9.8,40.0,0.0,0.0,0.0,0.0,
2021-08-26,Snacks,12:00 PM,1236.4,22.2,12.1,0.0,0.0,0.0,0.0,57.0,0.0,9.0,3.9,3.6,12.8,0.0,0.0,0.0,0.0,
2021-08-27,Breakfast,7:40 AM,1315.0,4.9,2.6,0.0,0.0,0.0,0.0,246.0,149.0,40.3,4.2,15.6,24.4,167.0,275.0,58.8,42.0,
2021-08-27,Lunch,1:15 PM,2074.8,14.1,6.5,0.2,1.2,0.0,10.8,0.6,1.2,61.0,0.0,0.0,34.0,34.2,0.0,1.2,0.0,
2021-08-27,Dinner,6:10 PM,2896.1,8.9,3.1,0.0,0.0,0.0,0.0,592.6,449.0,81.6,15.2,9.6,63.6,7.9,16.0,29.9,8.8,
2021-08-27,Snacks,6:50 PM,422.6,3.2,1.8,0.0,0.0,0.0,0.0,13.0,0.0,17.3,0.0,10.4,1.2,0.0,0.0,0.0,0.0,
2021-08-28,Breakfast,7:40 AM,1315.0,4.9,2.6,0.0,0.0,0.0,0.0,246.0,149.0,40.3,4.2,15.6,24.4,167.0,275.0,58.8,42.0,
2021-08-28,Lunch,12:30 PM,1787.8,3.3,0.9,0.9,0.8,0.0,4.0,336.0,1405.5,36.0,8.6,11.2,44.1,285.5,67.0,5.0,7.8,
2021-08-28,Dinner,5:10 PM,2896.1,8.9,3.1,0.0,0.0,0.0,0.0,592.6,449.0,81.6,15.2,9.6,63.6,7.9,16.0,29.9,8.8,
2021-08-28,Snacks,8:55 AM,831.4,5.5,3.5,0.0,0.0,0.0,0.0,79.2,317.5,20.6,0.0,17.0,16.8,0.0,0.1,54.1,0.2,
2021-08-29,Breakfast,7:40 AM,1315.0,4.9,2.6,0.0,0.0,0.0,0.0,246.0,149.0,40.3,4.2,15.6,24.4,167.0,275.0,58.8,42.0,
2021-08-29,Lunch,11:40 AM,1976.5,13.3,2.0,0.1,0.0,0.0,0.0,280.4,1086.9,60.8,10.2,36.4,26.7,18.7,19.7,38.7,2.0,
2021-08-29,Dinner,5:10 PM,998.7,5.7,1.0,0.5,0.4,0.0,0.0,257.0,940.0,20.5,5.1,12.4,23.8,197.9,47.0,11.6,6.1,
2021-08-29,Snacks,3:30 PM,2248.2,12.4,7.3,0.2,0.0,0.0,0.0,103.2,886.2,90.0,5.0,56.0,21.2,2.5,64.4,66.9,2.3,
2021-08-30,Breakfast,7:40 AM,1361.5,4.6,0.9,0.1,0.0,0.0,0.0,226.4,1090.9,52.9,6.2,33.2,19.4,185.7,294.7,43.5,19.0,
2021-08-30,Lunch,12:50 PM,1566.1,19.1,5.7,3.6,1.7,0.0,0.0,649.6,359.2,9.3,8.1,3.5,39.7,28.6,9.3,33.8,17.2,
2021-08-30,Dinner,5:35 PM,4255.9,47.1,18.3,1.5,20.0,0.0,147.5,431.5,1691.6,85.8,6.6,58.5,59.9,48.2,294.2,49.8,47.2,
2021-08-31,Breakfast,7:40 AM,1361.5,4.6,0.9,0.1,0.0,0.0,0.0,226.4,1090.9,52.9,6.2,33.2,19.4,185.7,294.7,43.5,19.0,
2021-08-31,Lunch,12:35 PM,1818.0,18.2,4.9,0.9,3.3,0.0,0.0,641.7,407.5,21.0,8.3,5.7,45.4,0.5,11.7,128.8,17.4,
2021-08-31,Dinner,5:25 PM,2187.9,24.1,8.6,2.2,6.0,0.0,71.5,1189.6,1021.7,26.6,5.5,12.6,52.2,235.6,34.3,45.7,12.3,
2021-09-01,Breakfast,8:05 AM,1551.8,4.8,2.8,0.3,0.1,0.0,0.0,73.4,602.9,62.2,7.6,25.9,20.6,168.7,294.7,74.5,44.0,
2021-09-01,Lunch,12:35 PM,1814.6,26.6,3.6,0.1,0.0,0.0,13.0,413.4,401.7,13.6,7.3,4.1,34.6,42.8,14.0,37.2,17.3,
2021-09-01,Dinner,5:20 PM,1412.1,7.8,2.5,0.0,0.0,0.0,13.5,824.5,0.0,48.2,5.4,1.2,16.7,0.0,0.0,0.0,0.0,
2021-09-01,Snacks,1:05 AM,916.3,2.7,1.8,0.0,0.0,0.0,0.0,0.3,0.0,40.5,0.0,30.0,7.5,0.0,0.0,0.0,0.0,
2021-09-01,Snacks,1:05 PM,581.6,7.7,2.1,0.0,0.0,0.0,0.0,57.0,0.0,7.7,3.9,3.6,7.8,0.0,0.0,0.0,0.0,
2021-09-02,Breakfast,8:05 AM,1807.1,5.1,2.9,0.4,0.1,0.0,0.0,75.4,658.9,73.6,9.6,26.4,22.6,168.7,294.7,82.0,56.5,
2021-09-02,Lunch,12:55 PM,1549.8,18.8,4.5,5.1,2.6,0.7,0.0,835.1,401.7,10.5,7.3,4.7,40.0,42.8,14.0,37.2,17.3,
2021-09-02,Dinner,5:25 PM,2624.2,26.6,11.5,1.3,3.7,0.0,328.2,1013.8,386.6,35.6,2.4,3.3,62.3,141.6,7.9,55.1,6.3,
2021-09-02,Snacks,12:05 PM,618.0,7.8,2.1,0.0,0.0,0.0,0.0,61.2,34.5,9.8,3.9,5.7,7.8,0.0,0.1,0.1,0.2,
2021-09-03,Breakfast,7:25 AM,1408.4,7.8,4.8,0.0,0.0,0.0,0.0,259.5,149.0,42.5,4.2,17.1,21.2,167.0,275.0,31.8,42.0,
2021-09-03,Lunch,1:05 PM,1399.2,15.3,4.0,3.1,1.5,0.0,0.0,607.1,401.7,10.0,7.3,4.2,38.5,42.8,14.0,37.2,17.3,
2021-09-03,Dinner,5:25 PM,661.6,6.0,2.4,0.3,1.0,0.0,82.1,246.5,269.7,12.2,2.1,1.9,14.5,43.3,5.2,22.1,2.4,
2021-09-03,Dinner,6:20 PM,2392.9,9.9,2.7,0.2,0.0,0.0,0.0,852.1,817.2,75.9,4.3,9.2,40.5,233.8,160.0,46.2,17.3,
2021-09-03,Snacks,11:10 AM,1163.2,15.4,4.2,0.0,0.0,0.0,0.0,114.0,0.0,15.4,7.8,7.2,15.6,0.0,0.0,0.0,0.0,
2021-09-04,Breakfast,7:25 AM,1315.0,4.9,2.6,0.0,0.0,0.0,0.0,246.0,149.0,40.3,4.2,15.6,24.4,167.0,275.0,58.8,42.0,
2021-09-04,Lunch,1:25 PM,4290.3,34.6,10.9,0.1,0.0,0.0,0.0,226.4,1086.9,52.9,6.2,33.2,299.4,18.7,19.7,38.7,2.0,
2021-09-04,Dinner,5:35 PM,880.7,10.3,0.1,0.1,0.1,0.0,0.0,122.3,305.3,13.7,3.1,4.3,13.2,193.9,22.1,2.4,7.7,
2021-09-04,Snacks,4:20 PM,418.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,1.0,3.0,0.0,0.0,0.0,6.0,
2021-09-05,Breakfast,7:25 AM,1315.0,4.9,2.6,0.0,0.0,0.0,0.0,246.0,149.0,40.3,4.2,15.6,24.4,167.0,275.0,58.8,42.0,
2021-09-05,Lunch,12:30 PM,1361.5,4.6,0.9,0.1,0.0,0.0,0.0,226.4,1086.9,52.9,6.2,33.2,19.4,18.7,19.7,38.7,2.0,
2021-09-05,Dinner,5:35 PM,880.7,10.3,0.1,0.1,0.1,0.0,0.0,122.3,305.3,13.7,3.1,4.3,13.2,193.9,22.1,2.4,7.7,
2021-09-05,Snacks,2:05 PM,3268.5,44.0,23.1,0.6,4.4,0.0,43.0,563.8,611.9,77.5,1.6,16.3,24.7,16.8,6.0,39.5,16.0,
2021-09-06,Breakfast,7:25 AM,1315.0,4.9,2.6,0.0,0.0,0.0,0.0,246.0,149.0,40.3,4.2,15.6,24.4,167.0,275.0,58.8,42.0,
2021-09-06,Lunch,1:10 PM,1368.2,15.0,4.0,3.0,1.5,0.0,0.0,651.0,470.0,7.2,7.0,2.0,38.8,160.0,40.0,35.0,32.0,
2021-09-06,Dinner,5:45 PM,1474.8,12.8,0.4,0.0,0.0,0.0,0.0,343.0,470.0,34.9,8.2,3.4,20.6,160.0,40.0,8.0,15.0,
2021-09-06,Snacks,7:35 PM,1080.8,13.9,2.6,0.6,5.0,0.0,0.0,162.0,360.0,21.9,4.9,3.9,9.3,0.0,0.0,0.0,0.0,
